OBJECTID,GEOID,CNTY_FIPS,COUSUBFP,WARDID,WARD_FIPS,SUPERID,SUPER_FIPS,ALDERID,ALDER_FIPS,CNTY_NAME,MCD_NAME,MCD_FIPS,CONTACT,DATE_SUB,CTV,NOTES,SCHOOLID,DOA,DOR,DOT,FIPS6,FIPS5,FIPS_Place,Change,Date
361,5502550250,55025,50250, , , , , , ,DANE,MAZOMANIE,5502550250,iausly@countyofdane.com,7/13/2016 2:34:46 PM,T, , ,13034,13034,13034,025155,50250,5502550250, ,
362,5502550475,55025,50475, , , , , , ,DANE,MEDINA,5502550475,iausly@countyofdane.com,7/13/2016 2:34:46 PM,T, , ,13036,13036,13036,025165,50475,5502550475, ,
363,5502551575,55025,51575, , , , , , ,DANE,Middleton,5502551575,iausly@countyofdane.com,7/13/2016 2:34:46 PM,C, , ,13255,13255,13255,025175,51575,5502551575, ,
364,5502551600,55025,51600, , , , , , ,DANE,MIDDLETON,5502551600,iausly@countyofdane.com,7/13/2016 2:34:46 PM,T, , ,13038,13038,13038,025177,51600,5502551600, ,
365,5502553675,55025,53675, , , , , , ,DANE,Monona,5502553675,iausly@countyofdane.com,7/13/2016 2:34:46 PM,C, , ,13258,13258,13258,025180,53675,5502553675, ,
366,5502554100,55025,54100, , , , , , ,DANE,MONTROSE,5502554100,iausly@countyofdane.com,7/13/2016 2:34:46 PM,T, , ,13040,13040,13040,025185,54100,5502554100, ,
367,5502554725,55025,54725, , , , , , ,DANE,Mount Horeb,5502554725,iausly@countyofdane.com,7/13/2016 2:34:46 PM,V, , ,13157,13157,13157,025190,54725,5502554725, ,
368,5502560200,55025,60200, , , , , , ,DANE,Oregon,5502560200,iausly@countyofdane.com,7/13/2016 2:34:46 PM,V, , ,13165,13165,13165,025200,60200,5502560200, ,
369,5502560225,55025,60225, , , , , , ,DANE,OREGON,5502560225,iausly@countyofdane.com,7/13/2016 2:34:46 PM,T, , ,13042,13042,13042,025195,60225,5502560225, ,
370,5502562050,55025,62050, , , , , , ,DANE,PERRY,5502562050,iausly@countyofdane.com,7/13/2016 2:34:46 PM,T, , ,13044,13044,13044,025205,62050,5502562050, ,
371,5502563375,55025,63375, , , , , , ,DANE,PLEASANT SPRINGS,5502563375,iausly@countyofdane.com,7/13/2016 2:34:46 PM,T, , ,13046,13046,13046,025210,63375,5502563375, ,
372,5502565575,55025,65575, , , , , , ,DANE,PRIMROSE,5502565575,iausly@countyofdane.com,7/13/2016 2:34:46 PM,T, , ,13048,13048,13048,025215,65575,5502565575, ,
373,5502568725,55025,68725, , , , , , ,DANE,Rockdale,5502568725,iausly@countyofdane.com,7/13/2016 2:34:46 PM,V, , ,13176,13176,13176,025220,68725,5502568725, ,
374,5502569850,55025,69850, , , , , , ,DANE,ROXBURY,5502569850,iausly@countyofdane.com,7/13/2016 2:34:46 PM,T, , ,13050,13050,13050,025225,69850,5502569850, ,
375,5502570400,55025,70400, , , , , , ,DANE,RUTLAND,5502570400,iausly@countyofdane.com,7/13/2016 2:34:46 PM,T, , ,13052,13052,13052,025230,70400,5502570400, ,
376,5502573750,55025,73750, , , , , , ,DANE,Shorewood Hills,5502573750,iausly@countyofdane.com,7/13/2016 2:34:46 PM,V, , ,13181,13181,13181,025235,73750,5502573750, ,
377,5502575850,55025,75850, , , , , , ,DANE,SPRINGDALE,5502575850,iausly@countyofdane.com,7/13/2016 2:34:46 PM,T, , ,13054,13054,13054,025240,75850,5502575850, ,
378,5502575875,55025,75875, , , , , , ,DANE,SPRINGFIELD,5502575875,iausly@countyofdane.com,7/13/2016 2:34:46 PM,T, , ,13056,13056,13056,025245,75875,5502575875, ,
379,5502577675,55025,77675, , , , , , ,DANE,Stoughton,5502577675,iausly@countyofdane.com,7/13/2016 2:34:46 PM,C, , ,13281,13281,13281,025250,77675,5502577675, ,
380,5502578600,55025,78600, , , , , , ,DANE,Sun Prairie,5502578600,iausly@countyofdane.com,7/13/2016 2:34:46 PM,C, , ,13282,13282,13282,025255,78600,5502578600, ,
381,5502578625,55025,78625, , , , , , ,DANE,SUN PRAIRIE,5502578625,iausly@countyofdane.com,7/13/2016 2:34:46 PM,T, , ,13058,13058,13058,025260,78625,5502578625, ,
382,5502582525,55025,82525, , , , , , ,DANE,VERMONT,5502582525,iausly@countyofdane.com,7/13/2016 2:34:46 PM,T, , ,13060,13060,13060,025265,82525,5502582525, ,
383,5502582600,55025,82600, , , , , , ,DANE,Verona,5502582600,iausly@countyofdane.com,7/13/2016 2:34:46 PM,C, , ,13286,13286,13286,025268,82600,5502582600, ,
384,5502582625,55025,82625, , , , , , ,DANE,VERONA,5502582625,iausly@countyofdane.com,7/13/2016 2:34:46 PM,T, , ,13062,13062,13062,025270,82625,5502582625, ,
385,5502582750,55025,82750, , , , , , ,DANE,VIENNA,5502582750,iausly@countyofdane.com,7/13/2016 2:34:46 PM,T, , ,13064,13064,13064,025280,82750,5502582750, ,
386,5502584350,55025,84350, , , , , , ,DANE,Waunakee,5502584350,iausly@countyofdane.com,7/13/2016 2:34:46 PM,V, , ,13191,13191,13191,025285,84350,5502584350, ,
387,5502586125,55025,86125, , , , , , ,DANE,WESTPORT,5502586125,iausly@countyofdane.com,7/13/2016 2:34:46 PM,T, , ,13066,13066,13066,025290,86125,5502586125, ,
388,5502587725,55025,87725, , , , , , ,DANE,Windsor,5502587725,iausly@countyofdane.com,7/13/2016 2:34:46 PM,V, , ,13196,13196,13196, ,87725,5502587725,Added,2015-11-09T00:00:00.000Z
389,5502589450,55025,89450, , , , , , ,DANE,YORK,5502589450,iausly@countyofdane.com,7/13/2016 2:34:46 PM,T, , ,13070,13070,13070,025300,89450,5502589450, ,
390,5502703200,55027,03200, , , , , , ,DODGE,ASHIPPUN,5502703200,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,T, , ,14002,14002,14002,027005,3200,5502703200, ,
391,5502705900,55027,05900, , , , , , ,DODGE,Beaver Dam,5502705900,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,C, , ,14206,14206,14206,027010,5900,5502705900, ,
392,5502705925,55027,05925, , , , , , ,DODGE,BEAVER DAM,5502705925,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,T, , ,14004,14004,14004,027015,5925,5502705925, ,
393,5502710450,55027,10450, , , , , , ,DODGE,Brownsville,5502710450,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,V, , ,14106,14106,14106,027020,10450,5502710450, ,
394,5502711275,55027,11275, , , , , , ,DODGE,BURNETT,5502711275,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,T, , ,14006,14006,14006,027025,11275,5502711275, ,
395,5502711850,55027,11850, , , , , , ,DODGE,CALAMUS,5502711850,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,T, , ,14008,14008,14008,027030,11850,5502711850, ,
396,5502714300,55027,14300, , , , , , ,DODGE,CHESTER,5502714300,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,T, , ,14010,14010,14010,027035,14300,5502714300, ,
397,5502715900,55027,15900, , , , , , ,DODGE,Clyman,5502715900,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,V, , ,14111,14111,14111,027045,15900,5502715900, ,
398,5502715925,55027,15925, , , , , , ,DODGE,CLYMAN,5502715925,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,T, , ,14012,14012,14012,027040,15925,5502715925, ,
399,5502716450,55027,16450, , , , , , ,DODGE,Columbus,5502716450,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,C, , ,14211,14211,14211,027047,16450,5502716450,Added,1982-06-22T00:00:00.000Z
400,5502723000,55027,23000, , , , , , ,DODGE,ELBA,5502723000,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,T, , ,14014,14014,14014,027050,23000,5502723000, ,
401,5502724000,55027,24000, , , , , , ,DODGE,EMMET,5502724000,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,T, , ,14016,14016,14016,027055,24000,5502724000, ,
402,5502727000,55027,27000, , , , , , ,DODGE,Fox Lake,5502727000,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,C, , ,14226,14226,14226,027060,27000,5502727000, ,
403,5502727025,55027,27025, , , , , , ,DODGE,FOX LAKE,5502727025,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,T, , ,14018,14018,14018,027065,27025,5502727025, ,
404,5502733000,55027,33000, , , , , , ,DODGE,Hartford,5502733000,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,C, , ,14230,14230,14230,027067,33000,5502733000,Added,1987-10-26T00:00:00.000Z
405,5502734000,55027,34000, , , , , , ,DODGE,HERMAN,5502734000,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,T, , ,14020,14020,14020,027070,34000,5502734000, ,
406,5502735750,55027,35750, , , , , , ,DODGE,Horicon,5502735750,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,C, , ,14236,14236,14236,027075,35750,5502735750, ,
407,5502736100,55027,36100, , , , , , ,DODGE,HUBBARD,5502736100,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,T, , ,14022,14022,14022,027080,36100,5502736100, ,
408,5502736625,55027,36625, , , , , , ,DODGE,Hustisford,5502736625,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,V, , ,14136,14136,14136,027090,36625,5502736625, ,
409,5502736650,55027,36650, , , , , , ,DODGE,HUSTISFORD,5502736650,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,T, , ,14024,14024,14024,027085,36650,5502736650, ,
410,5502737150,55027,37150, , , , , , ,DODGE,Iron Ridge,5502737150,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,V, , ,14141,14141,14141,027095,37150,5502737150, ,
411,5502738675,55027,38675, , , , , , ,DODGE,Juneau,5502738675,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,C, , ,14241,14241,14241,027100,38675,5502738675, ,
412,5502738900,55027,38900, , , , , , ,DODGE,Kekoskee,5502738900,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,V, , ,14143,14143,14143,027105,38900,5502738900, ,
413,5502743050,55027,43050, , , , , , ,DODGE,LEBANON,5502743050,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,T, , ,14026,14026,14026,027110,43050,5502743050, ,
414,5502743650,55027,43650, , , , , , ,DODGE,LEROY,5502743650,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,T, , ,14028,14028,14028,027115,43650,5502743650, ,
415,5502745475,55027,45475, , , , , , ,DODGE,Lomira,5502745475,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,V, , ,14146,14146,14146,027125,45475,5502745475, ,
416,5502745500,55027,45500, , , , , , ,DODGE,LOMIRA,5502745500,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,T, , ,14030,14030,14030,027120,45500,5502745500, ,
417,5502745950,55027,45950, , , , , , ,DODGE,Lowell,5502745950,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,V, , ,14147,14147,14147,027135,45950,5502745950, ,
418,5502745975,55027,45975, , , , , , ,DODGE,LOWELL,5502745975,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,T, , ,14032,14032,14032,027130,45975,5502745975, ,
419,5502750200,55027,50200, , , , , , ,DODGE,Mayville,5502750200,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,C, , ,14251,14251,14251,027140,50200,5502750200, ,
420,5502756075,55027,56075, , , , , , ,DODGE,Neosho,5502756075,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,V, , ,14161,14161,14161,027145,56075,5502756075, ,
421,5502759000,55027,59000, , , , , , ,DODGE,OAK GROVE,5502759000,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,T, , ,14034,14034,14034,027150,59000,5502759000, ,
422,5502764375,55027,64375, , , , , , ,DODGE,PORTLAND,5502764375,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,T, , ,14036,14036,14036,027155,64375,5502764375, ,
423,5502766150,55027,66150, , , , , , ,DODGE,Randolph,5502766150,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,V, , ,14176,14176,14176,027160,66150,5502766150, ,
424,5502766900,55027,66900, , , , , , ,DODGE,Reeseville,5502766900,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,V, , ,14177,14177,14177,027165,66900,5502766900, ,
425,5502769962,55027,69962, , , , , , ,DODGE,RUBICON,5502769962,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,T, , ,14038,14038,14038,027170,69962,5502769962, ,
426,5502773575,55027,73575, , , , , , ,DODGE,SHIELDS,5502773575,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,T, , ,14040,14040,14040,027175,73575,5502773575, ,
427,5502779375,55027,79375, , , , , , ,DODGE,Theresa,5502779375,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,V, , ,14186,14186,14186,027185,79375,5502779375, ,
428,5502779425,55027,79425, , , , , , ,DODGE,THERESA,5502779425,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,T, , ,14042,14042,14042,027180,79425,5502779425, ,
429,5502780525,55027,80525, , , , , , ,DODGE,TRENTON,5502780525,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,T, , ,14044,14044,14044,027190,80525,5502780525, ,
430,5502783975,55027,83975, , , , , , ,DODGE,Watertown,5502783975,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,C, , ,14291,14291,14291,027195,83975,5502783975, ,
431,5502784425,55027,84425, , , , , , ,DODGE,Waupun,5502784425,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,C, , ,14292,14292,14292,027200,84425,5502784425, ,
432,5502785650,55027,85650, , , , , , ,DODGE,WESTFORD,5502785650,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,T, , ,14046,14046,14046,027205,85650,5502785650, ,
433,5502787225,55027,87225, , , , , , ,DODGE,WILLIAMSTOWN,5502787225,joneill@co.dodge.wi.us,7/8/2016 3:49:28 PM,T, , ,14048,14048,14048,027210,87225,5502787225, ,
434,5502904325,55029,04325, , , , , , ,DOOR,BAILEYS HARBOR,5502904325,thaight@co.door.wi.us,7/1/2016 3:11:43 PM,T, , ,15002,15002,15002,029005,4325,5502904325, ,
435,5502910700,55029,10700, , , , , , ,DOOR,BRUSSELS,5502910700,thaight@co.door.wi.us,7/1/2016 3:11:43 PM,T, , ,15004,15004,15004,029010,10700,5502910700, ,
436,5502915025,55029,15025, , , , , , ,DOOR,CLAY BANKS,5502915025,thaight@co.door.wi.us,7/1/2016 3:11:43 PM,T, , ,15006,15006,15006,029015,15025,5502915025, ,
437,5502922850,55029,22850, , , , , , ,DOOR,Egg Harbor,5502922850,thaight@co.door.wi.us,7/1/2016 3:11:43 PM,V, , ,15118,15118,15118,029023,22850,5502922850, ,
438,5502922875,55029,22875, , , , , , ,DOOR,EGG HARBOR,5502922875,thaight@co.door.wi.us,7/1/2016 3:11:43 PM,T, , ,15008,15008,15008,029020,22875,5502922875, ,
439,5502924150,55029,24150, , , , , , ,DOOR,Ephraim,5502924150,thaight@co.door.wi.us,7/1/2016 3:11:43 PM,V, , ,15121,15121,15121,029025,24150,5502924150, ,
440,5502926625,55029,26625, , , , , , ,DOOR,Forestville,5502926625,thaight@co.door.wi.us,7/1/2016 3:11:43 PM,V, , ,15127,15127,15127,029033,26625,5502926625, ,
441,5502926650,55029,26650, , , , , , ,DOOR,FORESTVILLE,5502926650,thaight@co.door.wi.us,7/1/2016 3:11:43 PM,T, , ,15010,15010,15010,029030,26650,5502926650, ,
442,5502928300,55029,28300, , , , , , ,DOOR,GARDNER,5502928300,thaight@co.door.wi.us,7/1/2016 3:11:43 PM,T, , ,15012,15012,15012,029035,28300,5502928300, ,
443,5502928950,55029,28950, , , , , , ,DOOR,GIBRALTAR,5502928950,thaight@co.door.wi.us,7/1/2016 3:11:43 PM,T, , ,15014,15014,15014,029040,28950,5502928950, ,
444,5502937750,55029,37750, , , , , , ,DOOR,JACKSONPORT,5502937750,thaight@co.door.wi.us,7/1/2016 3:11:43 PM,T, , ,15016,15016,15016,029045,37750,5502937750, ,
445,5502943925,55029,43925, , , , , , ,DOOR,LIBERTY GROVE,5502943925,thaight@co.door.wi.us,7/1/2016 3:11:43 PM,T, , ,15018,15018,15018,029050,43925,5502943925, ,
446,5502955500,55029,55500, , , , , , ,DOOR,NASEWAUPEE,5502955500,thaight@co.door.wi.us,7/1/2016 3:11:43 PM,T, , ,15020,15020,15020,029055,55500,5502955500, ,
447,5502972600,55029,72600, , , , , , ,DOOR,SEVASTOPOL,5502972600,thaight@co.door.wi.us,7/1/2016 3:11:43 PM,T, , ,15022,15022,15022,029060,72600,5502972600, ,
448,5502974225,55029,74225, , , , , , ,DOOR,Sister Bay,5502974225,thaight@co.door.wi.us,7/1/2016 3:11:43 PM,V, , ,15181,15181,15181,029065,74225,5502974225, ,
449,5502977875,55029,77875, , , , , , ,DOOR,Sturgeon Bay,5502977875,thaight@co.door.wi.us,7/1/2016 3:11:43 PM,C, , ,15281,15281,15281,029070,77875,5502977875, ,
450,5502977900,55029,77900, , , , , , ,DOOR,STURGEON BAY,5502977900,thaight@co.door.wi.us,7/1/2016 3:11:43 PM,T, , ,15024,15024,15024,029075,77900,5502977900, ,
451,5502981525,55029,81525, , , , , , ,DOOR,UNION,5502981525,thaight@co.door.wi.us,7/1/2016 3:11:43 PM,T, , ,15026,15026,15026,029080,81525,5502981525, ,
452,5502983600,55029,83600, , , , , , ,DOOR,WASHINGTON,5502983600,thaight@co.door.wi.us,7/1/2016 3:11:43 PM,T, , ,15028,15028,15028,029085,83600,5502983600, ,
453,5503101825,55031,01825, , , , , , ,DOUGLAS,AMNICON,5503101825,randy.jones@douglascountywi.org,7/7/2016 1:42:59 PM,T, , ,16002,16002,16002,031005,1825,5503101825, ,
454,5503106775,55031,06775, , , , , , ,DOUGLAS,BENNETT,5503106775,randy.jones@douglascountywi.org,7/7/2016 1:42:59 PM,T, , ,16004,16004,16004,031010,6775,5503106775, ,
455,5503110575,55031,10575, , , , , , ,DOUGLAS,BRULE,5503110575,randy.jones@douglascountywi.org,7/7/2016 1:42:59 PM,T, , ,16006,16006,16006,031015,10575,5503110575, ,
456,5503115825,55031,15825, , , , , , ,DOUGLAS,CLOVERLAND,5503115825,randy.jones@douglascountywi.org,7/7/2016 1:42:59 PM,T, , ,16008,16008,16008,031020,15825,5503115825, ,
457,5503118425,55031,18425, , , , , , ,DOUGLAS,DAIRYLAND,5503118425,randy.jones@douglascountywi.org,7/7/2016 1:42:59 PM,T, , ,16010,16010,16010,031025,18425,5503118425, ,
458,5503129925,55031,29925, , , , , , ,DOUGLAS,GORDON,5503129925,randy.jones@douglascountywi.org,7/7/2016 1:42:59 PM,T, , ,16012,16012,16012,031030,29925,5503129925, ,
459,5503133350,55031,33350, , , , , , ,DOUGLAS,HAWTHORNE,5503133350,randy.jones@douglascountywi.org,7/7/2016 1:42:59 PM,T, , ,16014,16014,16014,031035,33350,5503133350, ,
460,5503134425,55031,34425, , , , , , ,DOUGLAS,HIGHLAND,5503134425,randy.jones@douglascountywi.org,7/7/2016 1:42:59 PM,T, , ,16016,16016,16016,031040,34425,5503134425, ,
461,5503141725,55031,41725, , , , , , ,DOUGLAS,Lake Nebagamon,5503141725,randy.jones@douglascountywi.org,7/7/2016 1:42:59 PM,V, , ,16146,16146,16146,031045,41725,5503141725, ,
462,5503141800,55031,41800, , , , , , ,DOUGLAS,LAKESIDE,5503141800,randy.jones@douglascountywi.org,7/7/2016 1:42:59 PM,T, , ,16018,16018,16018,031050,41800,5503141800, ,
463,5503148725,55031,48725, , , , , , ,DOUGLAS,MAPLE,5503148725,randy.jones@douglascountywi.org,7/7/2016 1:42:59 PM,T, , ,16020,16020,16020,031055,48725,5503148725, ,
464,5503159100,55031,59100, , , , , , ,DOUGLAS,OAKLAND,5503159100,randy.jones@douglascountywi.org,7/7/2016 1:42:59 PM,T, , ,16022,16022,16022,031060,59100,5503159100, ,
465,5503159800,55031,59800, , , , , , ,DOUGLAS,Oliver,5503159800,randy.jones@douglascountywi.org,7/7/2016 1:42:59 PM,V, , ,16165,16165,16165,031065,59800,5503159800, ,
466,5503161250,55031,61250, , , , , , ,DOUGLAS,PARKLAND,5503161250,randy.jones@douglascountywi.org,7/7/2016 1:42:59 PM,T, , ,16024,16024,16024,031070,61250,5503161250, ,
467,5503163975,55031,63975, , , , , , ,DOUGLAS,Poplar,5503163975,randy.jones@douglascountywi.org,7/7/2016 1:42:59 PM,V, , ,16171,16171,16171,031075,63975,5503163975, ,
468,5503174575,55031,74575, , , , , , ,DOUGLAS,Solon Springs,5503174575,randy.jones@douglascountywi.org,7/7/2016 1:42:59 PM,V, , ,16181,16181,16181,031085,74575,5503174575, ,
469,5503174600,55031,74600, , , , , , ,DOUGLAS,SOLON SPRINGS,5503174600,randy.jones@douglascountywi.org,7/7/2016 1:42:59 PM,T, , ,16026,16026,16026,031080,74600,5503174600, ,
470,5503178275,55031,78275, , , , , , ,DOUGLAS,SUMMIT,5503178275,randy.jones@douglascountywi.org,7/7/2016 1:42:59 PM,T, , ,16028,16028,16028,031090,78275,5503178275, ,
471,5503178650,55031,78650, , , , , , ,DOUGLAS,Superior,5503178650,randy.jones@douglascountywi.org,7/7/2016 1:42:59 PM,C, , ,16281,16281,16281,031095,78650,5503178650, ,
472,5503178660,55031,78660, , , , , , ,DOUGLAS,Superior,5503178660,randy.jones@douglascountywi.org,7/7/2016 1:42:59 PM,V, , ,16182,16182,16182,031105,78660,5503178660, ,
473,5503178675,55031,78675, , , , , , ,DOUGLAS,SUPERIOR,5503178675,randy.jones@douglascountywi.org,7/7/2016 1:42:59 PM,T, , ,16030,16030,16030,031100,78675,5503178675, ,
474,5503183512,55031,83512, , , , , , ,DOUGLAS,WASCOTT,5503183512,randy.jones@douglascountywi.org,7/7/2016 1:42:59 PM,T, , ,16032,16032,16032,031110,83512,5503183512, ,
475,5503309050,55033,09050, , , , , , ,DUNN,Boyceville,5503309050,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,V, , ,17106,17106,17106,033005,9050,5503309050, ,
476,5503316275,55033,16275, , , , , , ,DUNN,Colfax,5503316275,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,V, , ,17111,17111,17111,033015,16275,5503316275, ,
477,5503316300,55033,16300, , , , , , ,DUNN,COLFAX,5503316300,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,T, , ,17002,17002,17002,033010,16300,5503316300, ,
478,5503320675,55033,20675, , , , , , ,DUNN,Downing,5503320675,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,V, , ,17116,17116,17116,033020,20675,5503320675, ,
479,5503321150,55033,21150, , , , , , ,DUNN,DUNN,5503321150,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,T, , ,17004,17004,17004,033025,21150,5503321150, ,
480,5503322375,55033,22375, , , , , , ,DUNN,EAU GALLE,5503322375,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,T, , ,17006,17006,17006,033030,22375,5503322375, ,
481,5503323325,55033,23325, , , , , , ,DUNN,Elk Mound,5503323325,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,V, , ,17121,17121,17121,033040,23325,5503323325, ,
482,5503323350,55033,23350, , , , , , ,DUNN,ELK MOUND,5503323350,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,T, , ,17008,17008,17008,033035,23350,5503323350, ,
483,5503330300,55033,30300, , , , , , ,DUNN,GRANT,5503330300,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,T, , ,17010,17010,17010,033045,30300,5503330300, ,
484,5503333400,55033,33400, , , , , , ,DUNN,HAY RIVER,5503333400,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,T, , ,17012,17012,17012,033050,33400,5503333400, ,
485,5503339975,55033,39975, , , , , , ,DUNN,Knapp,5503339975,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,V, , ,17141,17141,17141,033055,39975,5503339975, ,
486,5503346175,55033,46175, , , , , , ,DUNN,LUCAS,5503346175,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,T, , ,17014,17014,17014,033060,46175,5503346175, ,
487,5503351025,55033,51025, , , , , , ,DUNN,Menomonie,5503351025,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,C, , ,17251,17251,17251,033065,51025,5503351025, ,
488,5503351050,55033,51050, , , , , , ,DUNN,MENOMONIE,5503351050,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,T, , ,17016,17016,17016,033070,51050,5503351050, ,
489,5503356775,55033,56775, , , , , , ,DUNN,NEW HAVEN,5503356775,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,T, , ,17018,17018,17018,033075,56775,5503356775, ,
490,5503360725,55033,60725, , , , , , ,DUNN,OTTER CREEK,5503360725,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,T, , ,17020,17020,17020,033080,60725,5503360725, ,
491,5503362125,55033,62125, , , , , , ,DUNN,PERU,5503362125,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,T, , ,17022,17022,17022,033085,62125,5503362125, ,
492,5503366550,55033,66550, , , , , , ,DUNN,RED CEDAR,5503366550,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,T, , ,17024,17024,17024,033090,66550,5503366550, ,
493,5503367800,55033,67800, , , , , , ,DUNN,Ridgeland,5503367800,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,V, , ,17176,17176,17176,033095,67800,5503367800, ,
494,5503368700,55033,68700, , , , , , ,DUNN,ROCK CREEK,5503368700,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,T, , ,17026,17026,17026,033100,68700,5503368700, ,
495,5503371425,55033,71425, , , , , , ,DUNN,SAND CREEK,5503371425,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,T, , ,17028,17028,17028,033105,71425,5503371425, ,
496,5503373300,55033,73300, , , , , , ,DUNN,SHERIDAN,5503373300,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,T, , ,17030,17030,17030,033110,73300,5503373300, ,
497,5503373375,55033,73375, , , , , , ,DUNN,SHERMAN,5503373375,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,T, , ,17032,17032,17032,033115,73375,5503373375, ,
498,5503375750,55033,75750, , , , , , ,DUNN,SPRING BROOK,5503375750,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,T, , ,17034,17034,17034,033120,75750,5503375750, ,
499,5503376650,55033,76650, , , , , , ,DUNN,STANTON,5503376650,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,T, , ,17036,17036,17036,033125,76650,5503376650, ,
500,5503378975,55033,78975, , , , , , ,DUNN,TAINTER,5503378975,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,T, , ,17038,17038,17038,033130,78975,5503378975, ,
501,5503379775,55033,79775, , , , , , ,DUNN,TIFFANY,5503379775,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,T, , ,17040,17040,17040,033135,79775,5503379775, ,
502,5503385975,55033,85975, , , , , , ,DUNN,WESTON,5503385975,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,T, , ,17042,17042,17042,033140,85975,5503385975, ,
503,5503386575,55033,86575, , , , , , ,DUNN,Wheeler,5503386575,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,V, , ,17191,17191,17191,033145,86575,5503386575, ,
504,5503387375,55033,87375, , , , , , ,DUNN,WILSON,5503387375,skochaver@co.dunn.wi.us,7/11/2016 11:09:55 AM,T, , ,17044,17044,17044,033150,87375,5503387375, ,
